"name";"state";"Women";"American Indian / Alaska Native";"Asian";"Black";"Hispanic";"Native Hawaiian / Pacific Islander";"White";"Two Or More Races";"Unknown";"Non-Resident Foreign";"Total Minority";"total_enrollment";"early_career_pay";"mid_career_pay";"make_world_better_percent";"stem_percent";"type";"degree_length";"room_and_board";"in_state_tuition";"in_state_total";"out_of_state_tuition";"out_of_state_total";"On Campus";"Off Campus"
"Southeast Kentucky Community and Technical College";"Kentucky";1904;9;9;71;21;1;3297;44;208;0;155;3660;NA;NA;NA;NA;"Public";"2 Year";NA;5310;5310;18000;18000;NA;15073
"Berkeley College at Woodland Park";"New Jersey";2626;9;83;768;1228;7;647;0;895;22;2095;3659;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"James A. Rhodes State College";"Ohio";2345;25;16;222;47;0;3186;22;139;0;332;3657;NA;NA;NA;NA;"Public";"2 Year";NA;5104;5104;10210;10210;NA;NA
"Eastern Oregon University";"Oregon";2341;83;77;99;229;36;2777;47;255;50;571;3653;44000;73900;56;5;"Public";"4 Year";10040;8679;18719;20739;30779;22664;22110
"Carroll Community College";"Maryland";2214;10;55;134;115;3;3201;75;46;6;392;3645;NA;NA;NA;NA;"Public";"2 Year";NA;5160;5160;10448;10448;NA;15988
"Northland Community and Technical College";"Minnesota";2091;81;63;164;151;1;2992;119;42;28;579;3641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17149
"Pacific University";"Oregon";2307;24;507;58;288;56;2086;267;217;137;1200;3640;50200;94000;66;8;"Private";"4 Year";12528;44298;56826;44298;56826;59490;59490
"Albany Technical College";"Georgia";2319;3;10;2918;41;2;636;27;3;0;3001;3640;NA;NA;NA;NA;"Public";"2 Year";NA;3246;3246;5916;5916;NA;9709
"Alcorn State University";"Mississippi";2395;3;10;3386;12;11;102;57;0;58;3479;3639;40900;69500;67;19;"Public";"4 Year";9608;7144;16752;7144;16752;24032;25856
"Wiregrass Georgia Technical College";"Georgia";2415;15;20;1070;184;4;2278;35;11;12;1328;3629;NA;NA;NA;NA;"Public";"2 Year";NA;3328;3328;5998;5998;NA;10804
"American International College";"Massachusetts";2530;11;58;491;216;12;2324;98;412;7;886;3629;NA;NA;NA;NA;"Private";"4 Year";14300;35680;49980;35680;49980;52680;45070
"Henderson State University";"Arkansas";2060;7;23;846;147;0;2411;152;3;38;1175;3627;42900;79800;57;5;"Public";"4 Year";7504;8436;15940;10086;17590;20996;25130
"Baker College of Clinton Township";"Michigan";2507;13;58;948;60;15;2419;92;20;0;1186;3625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bucknell University";"Pennsylvania";1883;1;126;114;187;0;2836;124;14;222;552;3624;66700;122900;40;40;"Private";"4 Year";13662;56092;69754;56092;69754;72750;72750
"Delta State University";"Mississippi";2244;4;24;1325;45;5;2036;23;41;111;1426;3614;40800;74200;63;5;"Public";"4 Year";7722;7246;14968;7246;14968;20068;18968
"Northwest State Community College";"Ohio";1650;4;24;96;214;1;2802;38;433;0;377;3612;NA;NA;NA;NA;"Public";"2 Year";NA;5102;5102;9942;9942;NA;16499
"Bellarmine University";"Kentucky";2430;9;65;196;101;5;2964;97;124;48;473;3609;49000;90700;54;11;"Private";"4 Year";12250;42200;54450;42200;54450;61138;61138
"Bevill State Community College";"Alabama";2243;6;14;533;50;0;2922;31;53;0;634;3609;NA;NA;NA;NA;"Public";"2 Year";1300;4770;6070;8640;9940;16678;19024
"Cisco College";"Texas";2218;24;74;288;834;4;2256;61;7;60;1285;3608;NA;NA;NA;NA;"Public";"2 Year";4355;2940;7295;5070;9425;15900;16811
"Coconino Community College";"Arizona";1974;644;46;82;586;26;2012;120;91;0;1504;3607;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22054
"Thomas Jefferson University";"Pennsylvania";2433;14;548;226;130;0;2313;0;240;135;918;3606;63400;102500;83;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"East Central College";"Missouri";2211;17;19;36;46;3;3423;1;61;0;122;3606;NA;NA;NA;NA;"Public";"2 Year";NA;3240;3240;6120;6120;NA;22252
"School of the Art Institute of Chicago";"Illinois";2555;13;401;121;278;1;1535;87;136;1027;901;3599;NA;NA;NA;NA;"Private";"4 Year";15890;49270;65160;49270;65160;67870;62850
"State University of New York College of Technology at Delhi";"New York";1944;5;66;546;507;6;2201;80;154;33;1210;3598;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University ster County Community College";"New York";2041;11;58;196;416;2;2591;113;205;2;796;3594;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Columbus Technical College";"Georgia";2309;18;39;1655;179;22;1516;77;79;9;1990;3594;NA;NA;NA;NA;"Public";"2 Year";NA;3312;3312;5982;5982;NA;17228
"The Citadel";"South Carolina";716;35;74;304;205;9;2813;99;15;38;726;3592;NA;NA;NA;NA;"Public";"4 Year";6904;14289;21193;36761;43665;NA;NA
"Cedarville University";"Ohio";1903;10;75;73;80;2;3074;84;135;52;324;3585;NA;NA;NA;NA;"Private";"4 Year";7360;30270;37630;30270;37630;40648;38688
"Champlain College";"Vermont";1495;15;54;97;137;2;2398;203;644;35;508;3585;51100;88400;39;14;"Private";"4 Year";15354;41010;56364;41010;56364;59698;55402
"Butler County Community College (Pa.)";"Pennsylvania";2096;9;23;111;59;4;2927;35;396;6;241;3570;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Rappahannock Community College";"Virginia";2231;22;37;676;147;5;2500;118;63;1;1005;3569;NA;NA;NA;NA;"Public";"2 Year";NA;5075;5075;10373;10373;NA;18320
"Central Ohio Technical College";"Ohio";2447;13;41;388;63;2;2802;92;166;0;599;3567;NA;NA;NA;NA;"Public";"2 Year";NA;4536;4536;7296;7296;NA;17096
"Hopkinsville Community College";"Kentucky";2325;21;49;832;268;17;2195;116;62;6;1303;3566;NA;NA;NA;NA;"Public";"2 Year";NA;5070;5070;17760;17760;NA;15073
"University ited Education Institute";"California";2254;12;73;396;2201;24;274;69;515;0;2775;3564;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Western New Mexico University";"New Mexico";2220;100;46;145;1442;5;993;17;760;49;1755;3557;NA;NA;NA;NA;"Public";"4 Year";9136;6824;15960;15231;24367;22454;22454
"Nevada State College";"Nevada";2718;15;370;405;790;59;1548;139;229;0;1778;3555;NA;NA;NA;NA;"Public";"4 Year";NA;5438;5438;17458;17458;NA;21506
"Augsburg College";"Minnesota";2060;43;221;342;192;1;2117;77;489;66;876;3548;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"New Mexico Highlands University";"New Mexico";2268;233;29;163;1891;18;843;43;127;199;2377;3546;NA;NA;NA;NA;"Public";"4 Year";7872;6150;14022;10302;18174;19134;20926
"Southern Arkansas University";"Arkansas";2048;17;25;945;77;28;2233;41;22;158;1133;3546;NA;NA;NA;NA;"Public";"4 Year";6240;8676;14916;12786;19026;NA;NA
"Northeast Mississippi Community College";"Mississippi";2073;7;10;628;58;0;2737;45;53;0;748;3538;NA;NA;NA;NA;"Public";"2 Year";4480;3816;8296;6656;11136;11636;18953
"Nash Community College";"North Carolina";2175;57;31;1374;170;6;1770;63;39;27;1701;3537;NA;NA;NA;NA;"Public";"2 Year";NA;2900;2900;9700;9700;NA;14832
"Northern State University";"South Dakota";2147;55;31;49;79;6;3031;52;46;182;272;3531;NA;NA;NA;NA;"Public";"4 Year";8029;8498;16527;11471;19500;21826;22747
"Illinois Valley Community College";"Illinois";2060;6;39;81;383;1;2898;33;84;0;543;3525;NA;NA;NA;NA;"Public";"2 Year";NA;4015;4015;11793;11793;NA;23502
"Cleveland State Community College";"Tennessee";2154;10;50;218;128;2;2926;41;142;5;449;3522;NA;NA;NA;NA;"Public";"2 Year";NA;4539;4539;17445;17445;NA;15612
"Wenatchee Valley College";"Washington";1996;73;35;24;1229;1;1909;112;123;4;1474;3510;NA;NA;NA;NA;"Public";"2 Year";4020;4467;8487;4903;8923;14760;18360
"St. Ambrose University";"Iowa";2051;7;42;109;195;2;2841;65;151;96;420;3508;NA;NA;NA;NA;"Private";"4 Year";10470;30894;41364;30894;41364;NA;NA
"Lewis & Clark College";"Oregon";2104;55;226;74;287;10;2308;28;279;237;680;3504;50000;93200;51;12;"Private";"4 Year";12490;50934;63424;50934;63424;66526;66526
"University of Oklahoma Health Sciences Center";"Oklahoma";2345;126;351;121;160;2;2336;230;69;104;990;3499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Harrison College at Indianapolis Downtown";"Indiana";2777;12;13;624;79;3;2161;168;438;0;899;3498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dominican University";"Illinois";2441;3;127;315;1135;7;1621;25;176;89;1612;3498;NA;NA;NA;NA;"Private";"4 Year";10241;33434;43675;33434;43675;46175;45876
"Capital University";"Ohio";1979;4;50;338;135;2;2672;134;105;54;663;3494;NA;NA;NA;NA;"Private";"4 Year";10842;35466;46308;35466;46308;50334;53722
"ITT Technical Institute at Indianapolis";"Indiana";1456;20;26;534;150;1;800;50;1902;3;781;3486;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Clark Atlanta University";"Georgia";2573;14;14;2930;14;0;6;0;380;127;2972;3485;46300;81100;54;15;"Private";"4 Year";9524;23436;32960;23436;32960;38154;NA
"Monroe County Community College";"Michigan";1962;15;24;105;109;3;2804;12;408;2;268;3482;NA;NA;NA;NA;"Public";"2 Year";NA;3965;3965;7175;7175;NA;17351
"Baker College of Muskegon";"Michigan";2467;13;24;359;163;6;2740;174;2;0;739;3481;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Oral Roberts University";"Oklahoma";1956;113;80;565;273;0;1688;154;341;267;1185;3481;45900;85100;59;8;"Private";"4 Year";9450;27728;37178;27728;37178;42660;42975
"Maysville Community and Technical College";"Kentucky";2166;8;7;112;44;2;3225;41;37;2;214;3478;NA;NA;NA;NA;"Public";"2 Year";NA;5310;5310;18000;18000;NA;15073
"Hocking College";"Ohio";1639;19;10;115;51;0;3022;118;55;84;313;3474;NA;NA;NA;NA;"Public";"2 Year";8560;4390;12950;8790;17350;16798;16798
"Western Wyoming Community College";"Wyoming";1795;25;30;34;405;7;2841;53;2;75;554;3472;NA;NA;NA;NA;"Public";"2 Year";5740;2712;8452;7224;12964;11474;17223
"Wayne State College";"Nebraska";1990;25;19;95;229;2;2734;55;293;18;425;3470;40600;73400;54;11;"Public";"4 Year";7668;6989;14657;12299;19967;19178;19178
"Miller-Motte Technical College at Wilmington (N.C.)";"North Carolina";2958;57;7;1964;158;5;1072;81;119;0;2272;3463;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Hazard Community and Technical College";"Kentucky";1850;9;4;38;23;1;3328;15;42;2;90;3462;NA;NA;NA;NA;"Public";"2 Year";NA;5310;5310;18000;18000;NA;15073
"Bryant University";"Rhode Island";1436;12;141;145;216;5;2517;44;103;279;563;3462;NA;NA;NA;NA;"Private";"4 Year";15702;43973;59675;43973;59675;62320;58873
"Abraham Baldwin Agricultural College";"Georgia";1822;9;36;407;197;1;2728;30;1;49;680;3458;NA;NA;NA;NA;"Public";"2 Year";8474;4128;12602;12550;21024;15345;13803
"Fresno Pacific University";"California";2391;41;149;178;1374;24;1360;57;211;64;1823;3458;NA;NA;NA;NA;"Private";"4 Year";8676;31452;40128;31452;40128;46569;52402
"Mount Olive College";"North Carolina";2296;15;39;1118;198;11;1687;1;292;95;1382;3456;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Manchester Community College (N.H.)";"New Hampshire";1818;12;71;107;138;3;2643;22;459;0;353;3455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Hope College";"Michigan";2085;3;54;85;258;0;2861;67;42;85;467;3455;49200;90900;51;18;"Private";"4 Year";10310;34010;44320;34010;44320;47000;39910
"University of St. Thomas (Tex.)";"Texas";2274;5;294;392;1120;5;1091;79;68;394;1895;3448;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Carroll University";"Wisconsin";2257;2;116;37;190;3;2933;68;43;54;416;3446;45600;86500;49;14;"Private";"4 Year";9484;31918;41402;31918;41402;45360;44750
"Palo Verde College";"California";859;37;179;439;1280;14;1268;76;153;0;2025;3446;NA;NA;NA;NA;"Public";"2 Year";NA;1380;1380;9120;9120;NA;19981
"University of South Carolina at Aiken";"South Carolina";2179;11;42;856;140;1;2092;115;79;108;1165;3444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Marymount University";"Virginia";2351;17;274;500;451;17;1622;109;135;316;1368;3441;52300;93100;44;15;"Private";"4 Year";13190;31466;44656;31466;44656;50766;54730
"Goodwin College";"Connecticut";2805;11;78;778;633;4;1842;75;6;13;1579;3440;NA;NA;NA;NA;"Private";"2 Year";NA;20888;20888;20888;20888;33970;40626
"Campbellsville University";"Kentucky";1986;6;17;375;56;4;2648;41;54;226;499;3427;37600;66800;50;7;"Private";"4 Year";8000;25400;33400;25400;33400;39586;40136
"University of Northwestern at St. Paul (Minn.)";"Minnesota";2026;5;127;122;92;1;2919;63;81;17;410;3427;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Clark University";"Massachusetts";1946;3;179;121;169;2;1752;59;291;847;533;3423;52600;101400;47;14;"Private";"4 Year";9170;45730;54900;45730;54900;56650;56750
"Andrews University";"Michigan";1583;10;315;702;458;13;1043;71;79;727;1569;3418;47600;85000;51;7;"Private";"4 Year";9078;29288;38366;29288;38366;40566;45556
"Husson University";"Maine";1894;16;73;147;46;7;2997;39;0;90;328;3415;43300;77600;52;1;"Private";"4 Year";9830;18180;28010;18180;28010;31150;31620
"Sowela Technical Community College";"Louisiana";1430;30;20;863;65;3;2151;76;197;6;1057;3411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Minot State University";"North Dakota";2068;52;46;167;167;13;2360;100;94;411;545;3410;NA;NA;NA;NA;"Public";"4 Year";6610;7064;13674;7064;13674;18324;18324
"Meridian Community College";"Mississippi";2309;90;31;1384;31;0;1541;0;296;17;1536;3390;NA;NA;NA;NA;"Public";"2 Year";NA;3015;3015;3995;3995;12180;14444
"South Central College";"Minnesota";1907;9;32;276;261;2;2641;74;84;8;654;3387;NA;NA;NA;NA;"Public";"2 Year";NA;5416;5416;5416;5416;NA;18342
"Miami University at Hamilton";"Ohio";1864;8;65;329;119;3;2676;70;104;12;594;3386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Le Moyne College";"New York";2010;13;79;169;150;2;2633;56;247;32;469;3381;NA;NA;NA;NA;"Private";"4 Year";13780;34625;48405;34625;48405;51100;51100
"Oklahoma State University Institute of Technology at Okmulgee";"Oklahoma";1219;549;34;146;193;6;1981;262;171;37;1190;3379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kankakee Community College";"Illinois";2061;11;39;497;328;5;2390;33;70;5;913;3378;NA;NA;NA;NA;"Public";"2 Year";NA;4620;4620;22382;22382;NA;23819
"Cowley County Community College";"Kansas";2022;57;42;258;336;2;2495;159;27;0;854;3376;NA;NA;NA;NA;"Public";"2 Year";5200;3000;8200;4710;9910;15000;16000
"Point Loma Nazarene University";"California";2222;26;187;99;753;28;2026;172;66;17;1265;3374;NA;NA;NA;NA;"Private";"4 Year";10450;35700;46150;35700;46150;51308;55648
"Wichita Area Technical College";"Kansas";1721;50;159;416;343;4;1782;100;517;2;1072;3373;NA;NA;NA;NA;"Public";"2 Year";NA;3210;3210;3630;3630;NA;20236
"Baker College of Allen Park";"Michigan";2522;10;37;1055;229;5;1926;110;0;0;1446;3372;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Richland Community College";"Illinois";2056;4;21;469;28;2;2415;69;361;0;593;3369;NA;NA;NA;NA;"Public";"2 Year";NA;4410;4410;14490;14490;NA;18080
"Charleston Southern University";"South Carolina";2096;18;41;926;108;4;2022;67;157;24;1164;3367;NA;NA;NA;NA;"Private";"4 Year";10200;25500;35700;25500;35700;40940;39940
"Renton Technical College";"Washington";1129;27;428;303;250;18;1339;112;878;4;1138;3359;NA;NA;NA;NA;"Public";"2 Year";NA;4701;4701;5123;5123;NA;20286
"Wayne Community College";"North Carolina";2000;22;62;786;318;9;2056;31;40;27;1228;3351;NA;NA;NA;NA;"Public";"2 Year";NA;2524;2524;8668;8668;NA;16765
"McCann School of Business & Technology";"Pennsylvania";2359;7;18;265;923;0;2034;48;51;0;1261;3346;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ashland Community and Technical College";"Kentucky";1975;13;11;47;37;1;3064;33;139;0;142;3345;NA;NA;NA;NA;"Public";"2 Year";NA;5310;5310;18000;18000;NA;15073
"Merrimack College";"Massachusetts";1744;3;45;99;177;0;2137;47;636;193;371;3337;56000;102500;50;13;"Private";"4 Year";15845;41760;57605;41760;57605;60055;60055
"Faulkner University";"Alabama";2002;24;19;1505;71;3;1518;52;94;49;1674;3335;39400;71300;61;2;"Private";"4 Year";7750;21690;29440;21690;29440;35440;36190
"New Mexico Junior College";"New Mexico";1947;26;24;247;1488;6;1348;24;151;18;1815;3332;NA;NA;NA;NA;"Public";"2 Year";4350;1452;5802;2196;6546;9502;14421
"South Carolina State University";"South Carolina";1854;4;22;3128;18;1;126;1;26;5;3174;3331;NA;NA;NA;NA;"Public";"4 Year";9890;11060;20950;21750;31640;30060;31060
"Bishop State Community College";"Alabama";1974;23;55;2113;63;7;946;40;15;58;2301;3320;NA;NA;NA;NA;"Public";"2 Year";NA;4740;4740;8610;8610;NA;12740
"Centralia College";"Washington";1915;43;36;75;314;18;2423;165;206;37;651;3317;NA;NA;NA;NA;"Public";"2 Year";NA;4438;4438;4873;4873;19257;19257
"Eastern New Mexico University at Roswell";"New Mexico";1673;74;14;50;1318;0;1112;22;658;55;1478;3303;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Saint Peter's University";"New Jersey";2028;24;235;819;950;14;764;57;365;74;2099;3302;NA;NA;NA;NA;"Private";"4 Year";15414;37486;52900;37486;52900;55200;48886
"Wytheville Community College";"Virginia";2026;11;17;220;102;1;2887;51;5;8;402;3302;NA;NA;NA;NA;"Public";"2 Year";NA;4830;4830;10758;10758;NA;14465
"Immaculata University";"Pennsylvania";2459;2;67;396;152;3;2446;50;161;22;670;3299;NA;NA;NA;NA;"Private";"4 Year";12620;27350;39970;27350;39970;46000;46000
"Surry Community College";"North Carolina";1943;10;22;104;358;0;2687;30;54;29;524;3294;NA;NA;NA;NA;"Public";"2 Year";NA;2383;2383;8143;8143;NA;18490
"Mount Saint Mary's University (Calif.)";"California";2968;13;508;252;1823;26;435;67;154;14;2689;3292;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Northwest Louisiana Technical College at Minden";"Louisiana";1443;104;10;1358;114;5;1582;38;72;0;1629;3283;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SUniversity Y Canton-College of Technology";"New York";1816;49;33;442;286;4;2249;55;105;55;869;3278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Charter College at Anchorage";"Alaska";2316;132;40;198;1007;188;1430;142;130;0;1707;3267;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Herkimer County Community College";"New York";1932;11;31;312;86;0;2584;11;112;112;451;3259;NA;NA;NA;NA;"Public";"2 Year";10128;5320;15448;7950;18078;17870;17870
"Elmhurst College";"Illinois";1980;4;155;154;458;6;2288;94;77;21;871;3257;NA;NA;NA;NA;"Private";"4 Year";10366;37055;47421;37055;47421;51199;47400
"University of Cincinnati-Clermont College";"Ohio";1819;10;26;67;58;1;2590;42;441;11;204;3246;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23084
"Riverland Community College";"Minnesota";1816;11;37;149;333;6;2575;68;20;44;604;3243;NA;NA;NA;NA;"Public";"2 Year";NA;5580;5580;5580;5580;12970;16450
"Pacific Lutheran University";"Washington";2049;28;218;95;249;24;2181;233;52;162;847;3242;54500;98100;53;20;"Private";"4 Year";10790;42066;52856;42066;52856;56784;56514
"Messiah College";"Pennsylvania";2011;1;63;83;116;1;2748;95;37;90;359;3234;NA;NA;NA;NA;"Private";"4 Year";10520;35160;45680;35160;45680;49280;50340
"Fairleigh-Dickinson University College at Florham (N.J.)";"New Jersey";1831;16;191;354;428;6;1871;55;229;81;1050;3231;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Allegany College of Maryland";"Maryland";2206;4;10;342;47;2;2677;47;57;41;452;3227;NA;NA;NA;NA;"Public";"2 Year";NA;4140;4140;9210;9210;23636;23636
"A.T. Still University of Health Sciences";"Missouri";1803;19;453;170;189;10;1978;201;153;53;1042;3226;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Wesleyan University (Conn.)";"Connecticut";1690;3;272;213;297;4;1710;168;225;332;957;3224;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Highland Community College (Kan.)";"Kansas";1872;52;9;240;67;5;2513;137;194;0;510;3217;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Limestone College";"South Carolina";1801;9;11;1521;92;1;1404;13;54;109;1647;3214;NA;NA;NA;NA;"Private";"4 Year";9765;26000;35765;26000;35765;41001;38251
"University of Texas Medical Branch";"Texas";2184;10;533;382;476;2;1489;74;103;142;1477;3211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Northland Pioneer College";"Arizona";1922;1112;22;33;354;6;1501;48;135;0;1575;3211;NA;NA;NA;NA;"Public";"2 Year";NA;2310;2310;10740;10740;NA;16842
"Lower Columbia College";"Washington";2039;33;49;30;244;3;2467;141;235;6;500;3208;NA;NA;NA;NA;"Public";"2 Year";NA;4624;4624;5102;5102;NA;18684
"Rollins College";"Florida";1880;9;95;197;487;2;2026;91;78;222;881;3207;49000;87000;53;7;"Private";"4 Year";14735;49760;64495;49760;64495;67862;61942
"Danville Area Community College";"Illinois";1726;14;40;426;148;5;2299;24;250;1;657;3207;NA;NA;NA;NA;"Public";"2 Year";NA;4650;4650;7950;7950;NA;15278
"McDaniel College";"Maryland";2044;15;89;336;133;3;2430;0;166;34;576;3206;51100;94600;54;6;"Private";"4 Year";11430;43260;54690;43260;54690;57610;53630
"Robert Morris University Illinois";"Illinois";1615;6;90;893;871;4;1197;49;42;53;1913;3205;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48690;41022
"DeSales University";"Pennsylvania";1932;18;93;135;267;4;2407;0;266;0;517;3190;NA;NA;NA;NA;"Private";"4 Year";12800;37600;50400;37600;50400;54020;50361
"Northeast Texas Community College";"Texas";1964;17;23;415;805;1;1730;84;3;108;1345;3186;NA;NA;NA;NA;"Public";"2 Year";6300;2849;9149;6149;12449;19322;18159
"University of Hawaii Hawaii Community College";"Hawaii";1877;7;541;17;447;359;482;1239;28;66;2610;3186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"North Park University";"Illinois";2061;8;222;316;525;27;1569;100;275;143;1198;3185;NA;NA;NA;NA;"Private";"4 Year";9866;29190;39056;29190;39056;43005;43505
"Eastern Gateway Community College";"Ohio";2028;17;15;834;68;3;2074;97;71;3;1034;3182;NA;NA;NA;NA;"Public";"2 Year";NA;4040;4040;7280;7280;NA;9340
"Minnesota West Community and Technical College";"Minnesota";1824;28;82;152;194;3;2488;58;174;3;517;3182;NA;NA;NA;NA;"Public";"2 Year";NA;5692;5692;5692;5692;18292;18292
"Siena College";"New York";1656;3;136;108;209;2;2546;79;30;66;537;3179;NA;NA;NA;NA;"Private";"4 Year";15000;37575;52575;37575;52575;55706;49728
"Springfield College (Mass.)";"Massachusetts";1780;10;38;218;185;4;2479;47;119;78;502;3178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DeVry University of Georgia";"Georgia";1845;4;67;1914;157;4;646;34;292;59;2180;3177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Southern Adventist University";"Tennessee";1830;13;228;380;604;19;1666;105;0;160;1349;3175;47500;84000;67;9;"Private";"4 Year";6940;21950;28890;21950;28890;34990;35650
"Our Lady of the Lake University";"Texas";2330;16;39;410;1865;2;672;31;121;17;2363;3173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43168;43168
"American Sentinel University";"Colorado";2617;21;128;288;45;12;1597;17;1046;19;511;3173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University of California at San Francisco";"California";1997;11;985;141;373;5;1144;155;235;121;1670;3170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
